Sno,CustomerId,CredScore,Location,Gender,Age,Term,Acc Bal,NumOfAddOnServ,HasCover,IsActiveMember,EstimatedSalary,RenewsPolicy
258,45685320,671,Delhi,Female,34,6,37266.67,2,0,0,156917.12,No
259,45733602,693,Mumbai,Female,30,6,127992.25,1,1,1,50457.2,No
260,45730394,850,Delhi,Male,38,3,54901.01,1,1,1,140075.55,No
261,45776629,732,Delhi,Male,42,9,108748.08,2,1,1,65323.11,No
262,45759690,726,Bangalore,Female,48,6,99906.19,1,1,0,64323.24,No
263,45679733,557,Mumbai,Female,32,6,184686.41,2,1,0,14956.44,No
264,45665790,682,Mumbai,Female,26,0,110654.02,1,0,1,111879.21,No
265,45670755,738,Bangalore,Male,31,9,79019.8,1,1,1,18606.23,No
266,45628444,531,Bangalore,Female,36,9,99240.51,1,1,0,123137.01,No
267,45722583,498,Mumbai,Male,34,2,0,2,1,1,148528.24,No
268,45665760,651,Mumbai,Male,36,7,0,2,1,0,13898.31,No
269,45747040,549,Bangalore,Female,39,7,0,1,0,0,81259.25,Yes
270,45842945,791,Delhi,Female,35,7,52436.2,1,1,0,161051.75,No
271,45594720,650,Bangalore,Male,41,9,0,2,0,1,191599.67,No
272,45625092,733,Delhi,Male,34,3,100337.96,3,1,0,48559.19,Yes
273,45674833,811,Delhi,Female,34,1,149297.19,2,1,1,186339.74,No
274,45746728,707,Mumbai,Male,30,8,0,2,1,0,33159.37,No
275,45764253,712,Delhi,Male,28,4,145605.44,1,0,1,93883.53,No
276,45680449,706,Bangalore,Female,37,7,0,2,1,1,110899.3,No
277,45784944,756,Mumbai,Male,62,3,0,1,1,1,11199.04,Yes
278,45722532,777,Mumbai,Female,53,10,0,2,1,0,189992.97,No
279,45786467,646,Mumbai,Male,35,6,84026.86,1,0,1,164255.69,No
280,45643349,714,Mumbai,Male,46,1,0,1,1,0,152167.79,Yes
281,45585928,782,Mumbai,Male,39,8,0,2,1,1,33949.67,No
282,45700540,775,Bangalore,Male,29,10,0,2,1,1,68143.93,No
283,45704466,479,Delhi,Male,35,4,138718.92,1,1,1,47251.79,Yes
284,45668504,807,Mumbai,Male,42,7,118274.71,1,1,1,25885.72,No
285,45844445,799,Mumbai,Female,22,8,174185.98,2,0,1,192633.85,No
286,45693384,675,Mumbai,Male,40,7,113208.86,2,1,0,34577.36,No
287,45686242,602,Bangalore,Male,29,5,103907.28,1,1,0,161229.84,No
288,45784958,475,Mumbai,Female,32,8,119023.28,1,1,0,100816.29,No
289,45669249,744,Bangalore,Female,26,5,166297.89,1,1,1,181694.44,No
290,45723856,588,Bangalore,Male,34,10,0,2,1,0,79078.91,No
291,45723737,703,Delhi,Male,42,9,63227,1,0,1,137316.32,No
292,45579944,747,Bangalore,Female,41,5,94521.17,2,1,0,194926.86,No
293,45772482,583,Mumbai,Male,27,7,0,2,1,0,51285.49,No
294,45774728,750,Bangalore,Female,34,9,112822.26,1,0,0,150401.53,Yes
295,45599434,681,Mumbai,Male,38,3,0,2,1,1,112491.96,No
296,45686588,773,Mumbai,Male,25,2,135903.33,1,1,0,73656.38,No
297,45643865,714,Mumbai,Female,31,4,125169.26,1,1,1,106636.89,No
298,45666200,687,Bangalore,Female,44,7,0,3,1,0,155853.52,Yes
299,45672299,511,Mumbai,Male,58,0,149117.31,1,1,1,162599.51,No
300,45673693,627,Mumbai,Male,33,5,0,2,1,1,103737.82,No
301,45573452,694,Mumbai,Female,31,10,0,2,1,0,160990.27,No
302,45692575,616,Bangalore,Female,36,6,132311.71,1,0,0,15462.84,No
303,45634063,687,Mumbai,Male,35,8,0,2,1,0,10334.05,No
304,45659843,712,Mumbai,Female,33,6,0,2,1,1,190686.16,No
305,45624729,553,Mumbai,Male,33,4,118082.89,1,0,0,94440.45,No
306,45753847,667,Mumbai,Male,31,1,119266.69,1,1,1,28257.63,No
307,45758372,731,Mumbai,Male,43,2,0,1,1,1,170034.95,Yes
308,45665064,629,Delhi,Male,35,7,156847.29,2,1,0,31824.29,No
309,45749300,614,Mumbai,Male,50,4,137104.47,1,1,0,127166.49,Yes
310,45608873,438,Delhi,Male,31,8,78398.69,1,1,0,44937.01,No
311,45803976,652,Mumbai,Female,80,4,0,2,1,1,188603.07,No
312,45569626,729,Delhi,Male,30,6,63669.42,1,1,0,145111.37,No
313,45674583,642,Mumbai,Male,38,3,0,2,0,0,171463.83,No
314,45800442,806,Delhi,Female,59,0,135296.33,1,1,0,182822.5,No
315,45607743,744,Bangalore,Male,36,2,153804.44,1,1,1,87213.33,No
316,45633227,474,Bangalore,Male,37,3,0,2,0,0,57175.32,No
317,45703763,559,Mumbai,Male,49,2,147069.78,1,1,0,120540.83,Yes
318,45643294,706,Bangalore,Male,42,9,0,2,1,1,28714.34,No
319,45720423,628,Bangalore,Female,22,3,0,1,1,0,85426.28,No
320,45692294,429,Mumbai,Male,24,4,95741.75,1,1,0,46170.75,No
321,45804404,525,Bangalore,Female,57,2,145965.33,1,1,1,64448.36,No
322,45736069,680,Mumbai,Female,30,8,141441.75,1,1,1,16278.97,No
323,45775764,749,Mumbai,Male,40,1,139290.41,1,1,0,182855.42,Yes
324,45769848,763,Mumbai,Female,31,4,0,2,0,0,50404.72,No
325,45592534,734,Mumbai,Male,30,3,0,2,1,0,107640.25,No
326,45778025,716,Mumbai,Male,35,4,144428.87,1,1,0,134132.65,No
327,45589049,594,Mumbai,Male,35,2,0,2,1,0,103480.69,No
328,45622305,644,Mumbai,Female,46,9,95441.27,1,1,0,108761.05,Yes
329,45636405,671,Delhi,Male,35,1,144848.74,1,1,1,179012.3,No
330,45689644,664,Delhi,Male,26,7,116244.14,2,1,1,95145.14,No
331,45697045,656,Mumbai,Male,50,7,0,2,0,1,72143.44,No
332,45724694,667,Bangalore,Female,40,1,146502.07,1,1,0,19162.89,No
333,45778442,663,Delhi,Male,44,2,117028.6,2,0,1,144680.18,No
334,45627254,584,Delhi,Female,30,8,112013.81,1,1,0,177772.03,Yes
335,45645473,626,Bangalore,Female,37,6,108269.37,1,1,0,5597.94,No
336,45775562,485,Mumbai,Male,29,7,182123.79,1,1,0,116828.51,Yes
337,45654894,659,Delhi,Female,32,3,150923.74,2,0,1,174652.51,No
338,45745988,649,Mumbai,Male,33,2,0,2,1,0,2010.98,No
339,45650545,805,Bangalore,Female,39,5,165272.13,1,1,0,14109.85,Yes
340,45645753,716,Delhi,Female,39,10,115301.31,1,1,0,43527.4,Yes
341,45630443,642,Delhi,Female,40,6,129502.49,2,0,1,86099.23,Yes
342,45745533,659,Mumbai,Male,31,4,118342.26,1,0,0,161574.19,No
343,45759499,545,Bangalore,Female,47,5,0,2,1,1,38970.14,No
344,45745484,543,Mumbai,Male,22,8,0,2,0,0,127587.22,No
345,45638487,718,Mumbai,Female,25,7,0,2,1,0,30380.12,No
346,45630053,840,Mumbai,Female,43,7,0,2,1,0,90908.95,No
347,45744689,630,Delhi,Female,34,9,106937.05,2,1,0,138275.01,No
348,45576723,643,Delhi,Male,59,3,170331.37,1,1,1,32171.79,No
349,45772604,654,Delhi,Female,32,1,114510.85,1,1,1,126143.23,No
350,45798645,582,Mumbai,Male,39,5,0,2,1,1,129892.93,No
351,45736730,659,Bangalore,Male,32,3,107594.11,2,1,1,102416.84,No
352,45789343,762,Bangalore,Male,39,2,81273.13,1,1,1,18719.67,No
353,45798885,568,Bangalore,Female,32,7,169399.6,1,1,0,61936.22,No
354,45783083,670,Bangalore,Male,25,6,0,2,1,1,78358.94,No
355,45734669,613,Mumbai,Female,45,1,187841.99,2,1,1,147224.27,No
356,45744733,539,Mumbai,Male,30,0,0,2,1,0,160979.66,No
357,45593244,850,Bangalore,Female,57,8,126776.3,2,1,1,132298.49,No
358,45842720,522,Bangalore,Male,34,9,126436.29,1,1,0,174248.52,Yes
359,45582404,737,Mumbai,Male,41,1,101960.74,1,1,1,123547.28,No
360,45668629,520,Mumbai,Male,58,3,0,2,0,1,32790.02,No
361,45746674,706,Bangalore,Male,28,3,0,2,0,1,181543.67,No
362,45783694,643,Delhi,Female,45,2,150842.93,1,0,1,2319.96,Yes
363,45680243,648,Mumbai,Female,50,9,102535.57,1,1,1,189543.19,No
364,45746704,443,Delhi,Female,29,9,99027.61,2,1,0,10940.4,No
